"SeqNum","MOSTYP","MRELGE","MSKA","MOSHOO","MSKB1","MOPLHO","MAANTH","MGODRK","MGEMOM","MFALLE","MSKB2","MAUT0","MAUT1","MGEMLE","MAUT2","MGODPR","MINKGE","MSKC","MHHUUR","MFWEKI","PWAPAR","PPERSA","PAANHA","AMOTSC","APERSA","AWAPAR","Resp"
857,33,3,3,3,1,7,2,4,4,4,2,0,5,1,0,6,5,4,1,7,0,0,0,0,0,1,1
858,18,3,2,9,0,7,0,4,5,0,7,0,2,4,2,5,9,0,0,6,0,0,0,0,0,1,1
860,36,3,2,4,0,5,1,2,7,3,4,1,4,1,0,6,4,5,4,6,0,0,3,0,0,1,0
861,18,4,3,9,0,4,0,4,5,0,5,0,3,3,5,6,8,1,5,6,0,0,0,0,0,1,0
862,8,2,3,6,0,6,6,1,3,2,5,0,4,3,8,5,9,0,0,2,0,0,0,0,1,0,0
863,31,3,2,3,1,1,1,2,6,2,4,0,3,4,5,7,7,2,2,8,0,0,0,0,0,0,0
864,35,4,3,4,5,3,1,1,8,1,3,0,5,3,1,9,5,4,0,8,0,0,0,0,0,0,0
865,7,1,1,6,0,2,5,4,0,0,2,0,7,0,9,7,9,0,0,3,0,0,0,0,0,1,0
866,27,2,4,2,0,5,0,9,0,0,0,0,0,0,6,7,3,6,1,6,0,0,0,0,0,1,0
867,33,3,2,3,2,4,1,4,5,2,2,0,3,1,6,7,6,3,0,7,0,0,0,0,0,1,0
869,28,2,5,2,1,5,2,6,2,2,4,0,2,4,2,5,5,4,3,6,0,0,0,0,0,1,0
870,17,2,3,9,1,4,3,4,3,1,5,0,3,2,5,6,7,2,1,3,0,0,0,0,1,0,1
871,31,2,4,3,1,3,3,5,2,0,9,0,2,3,9,6,7,2,0,8,0,0,0,0,0,0,0
872,17,3,3,9,0,4,0,3,6,1,7,0,3,4,5,6,7,2,1,3,0,0,0,0,0,1,1
873,20,2,3,9,1,4,3,4,3,1,5,0,3,2,5,6,7,2,1,3,0,0,0,0,0,1,0
874,16,2,4,8,2,6,2,5,3,1,6,1,2,2,6,7,6,3,1,1,0,0,0,0,0,1,0
875,20,3,4,9,1,4,4,4,2,0,5,0,9,0,7,6,5,4,0,3,0,0,0,0,0,1,0
876,31,3,3,3,2,4,2,3,4,3,3,0,4,1,3,6,6,3,2,8,0,0,0,0,0,1,0
877,33,2,2,3,0,3,4,4,2,2,3,1,3,1,2,4,3,6,4,8,0,0,0,0,0,1,0
878,22,4,2,10,1,4,0,1,8,0,6,1,0,0,0,6,6,3,0,4,0,0,0,0,0,1,0
879,33,2,4,3,1,4,0,6,3,6,0,0,6,3,0,6,7,2,0,7,0,0,0,0,0,0,0
880,23,2,4,10,0,2,0,7,2,4,4,0,4,1,5,7,6,3,4,5,0,0,0,0,0,0,0
881,14,3,3,8,1,5,0,4,5,0,8,1,3,0,8,6,7,2,0,2,0,0,0,0,0,1,0
882,22,4,2,10,0,4,1,1,8,1,5,0,2,0,8,5,8,1,0,4,0,0,0,0,0,1,0
883,22,2,3,10,1,5,2,3,4,2,5,1,3,1,4,6,6,3,1,4,0,0,0,0,1,0,0
885,17,2,4,9,0,7,0,7,2,0,7,0,4,4,3,8,7,2,0,3,0,0,0,0,0,1,0
886,34,3,3,4,1,5,2,3,5,1,5,0,3,3,8,5,6,3,1,4,0,0,0,0,0,0,0
887,11,2,5,7,1,5,2,6,1,2,4,2,2,0,8,8,7,2,0,1,0,0,0,0,0,1,0
888,27,3,3,2,1,6,2,3,4,1,5,1,4,2,2,5,5,4,1,6,0,0,0,0,0,1,0
889,28,3,3,2,0,7,0,5,4,0,7,2,1,5,5,8,8,1,0,6,0,0,0,0,0,1,0
890,16,3,3,8,1,6,2,3,4,1,5,1,4,2,2,5,5,4,1,1,0,0,0,0,0,1,0
891,17,3,3,9,0,5,0,3,6,0,3,5,2,0,0,6,6,3,2,3,0,0,0,0,1,1,0
892,23,2,3,10,2,4,2,4,3,1,5,0,3,3,6,7,7,2,1,5,0,0,0,0,0,0,0
893,20,3,2,9,2,5,1,3,5,4,0,0,0,0,0,7,2,7,0,3,0,0,0,0,0,1,0
894,19,2,3,9,0,5,2,3,4,3,6,0,3,3,2,7,8,1,0,5,0,0,0,0,0,1,0
895,17,3,3,9,0,9,0,3,6,0,5,0,2,5,0,7,4,5,0,3,0,0,0,0,0,0,0
897,26,3,3,2,3,5,0,1,8,5,0,0,2,1,0,3,2,7,2,8,0,0,0,0,0,0,0
898,16,3,3,8,0,5,3,2,5,1,6,1,2,3,5,5,7,2,1,1,0,0,0,0,0,1,0
899,7,1,1,6,0,2,5,4,0,0,2,0,7,0,9,7,9,0,0,3,0,0,0,0,0,1,0
900,26,3,4,2,0,5,1,6,3,4,1,0,2,0,0,6,5,4,1,8,0,0,0,0,0,0,0
901,25,4,2,1,1,5,0,3,6,0,7,2,2,0,2,6,6,3,0,4,0,0,0,0,0,0,0
902,15,3,3,8,1,4,2,3,5,1,6,0,3,3,8,6,8,1,1,1,0,0,0,1,0,1,0
903,23,3,3,10,1,6,0,5,4,0,4,0,0,5,0,6,7,2,1,5,0,0,0,0,0,0,0
904,35,3,3,4,1,4,0,5,4,3,2,0,1,1,0,7,2,7,3,8,0,0,0,0,0,1,0
905,7,1,2,6,2,3,6,3,1,1,5,0,1,3,8,5,8,1,1,3,0,0,0,0,0,1,0
906,7,2,3,6,1,4,4,4,1,1,3,0,4,1,8,5,8,1,0,3,0,0,0,0,0,0,0
907,35,3,3,4,0,4,0,0,9,0,0,0,3,3,5,7,8,1,1,8,0,0,2,0,0,0,0
908,17,3,2,9,0,4,0,3,6,0,5,0,2,5,0,9,9,0,0,3,0,0,0,0,0,1,0
910,38,3,2,4,1,7,1,3,6,3,1,0,2,0,4,7,5,4,0,6,0,5,1,0,0,1,0
912,31,3,2,3,2,5,3,3,4,7,0,0,0,0,0,7,2,7,0,8,0,0,0,0,0,1,0
913,20,3,3,9,2,1,1,1,7,1,4,0,4,3,5,6,2,7,2,3,0,0,0,0,0,1,0
914,16,3,3,8,0,5,3,2,5,1,6,1,2,3,5,5,7,2,1,1,0,0,0,0,0,1,0
915,28,1,2,2,0,5,6,3,0,3,3,0,6,0,7,5,7,2,0,6,0,0,0,0,0,0,0
917,34,3,3,4,0,5,1,3,5,0,6,0,3,4,8,6,9,0,0,4,0,0,0,0,0,0,0
918,20,2,4,9,0,7,0,5,4,0,6,0,2,0,1,5,7,2,1,3,0,0,0,0,0,0,0
919,24,4,3,1,1,4,0,3,6,0,3,5,0,0,0,6,6,3,0,3,0,0,0,0,1,1,0
920,28,2,3,2,1,5,1,6,3,4,2,0,2,2,0,5,0,9,1,6,0,0,0,0,0,0,0
921,17,2,4,9,0,1,3,3,3,0,8,0,1,8,9,5,7,2,0,3,0,0,0,0,0,0,0
922,20,2,2,9,0,4,3,4,3,2,5,0,3,4,5,7,8,1,0,3,0,0,0,0,0,1,0
924,23,3,3,10,1,6,0,5,4,0,4,0,0,5,0,6,7,2,1,5,0,0,0,0,0,1,0
925,36,4,2,4,0,9,0,0,9,0,6,0,5,3,2,5,5,4,0,6,0,0,0,0,0,1,1
926,20,2,2,9,0,5,4,2,4,1,5,1,5,2,6,4,8,1,0,3,0,0,0,0,0,0,0
927,16,3,3,8,0,9,2,3,4,0,6,2,0,3,4,3,7,2,0,1,0,0,0,0,0,0,0
928,33,2,4,3,0,4,2,6,2,3,1,0,2,0,6,7,3,6,1,7,0,0,0,0,0,1,0
929,36,2,3,4,1,4,3,4,2,0,5,2,4,3,2,5,7,2,0,6,0,0,0,0,0,1,0
931,17,2,3,9,0,7,0,5,4,0,6,0,2,5,0,4,6,3,0,3,0,0,0,0,1,0,0
932,9,2,4,7,1,5,3,4,3,2,3,0,5,1,7,5,6,3,1,1,0,0,0,0,0,0,0
933,22,3,3,10,0,4,0,4,5,0,9,0,2,4,5,8,8,1,0,4,0,0,0,0,0,1,0
934,22,4,2,10,0,2,1,0,8,1,8,0,4,1,9,7,6,3,0,4,0,0,0,0,0,0,0
935,18,2,3,9,1,4,4,4,2,0,6,0,9,0,7,6,5,4,0,6,0,0,0,0,0,1,0
936,20,3,4,9,0,6,0,3,6,0,6,2,1,3,1,7,7,2,0,3,0,0,0,0,0,0,0
937,14,3,4,8,0,5,1,5,4,0,9,0,0,3,9,6,6,3,0,2,0,0,0,0,0,1,0
938,13,3,4,8,2,4,0,3,6,1,7,0,3,3,1,5,7,2,0,3,0,0,0,0,0,2,1
939,7,1,2,6,1,4,5,3,1,1,4,0,2,2,7,6,7,2,1,3,0,0,0,0,0,1,0
940,30,2,3,2,0,5,4,4,3,1,5,0,3,2,6,6,8,1,0,3,0,3,0,0,0,1,0
941,15,2,3,8,0,6,3,4,2,3,5,0,4,3,3,6,5,4,0,1,0,0,0,0,0,1,0
942,38,2,2,4,0,9,5,0,4,5,4,0,9,0,5,9,4,5,0,6,0,0,0,0,0,0,0
943,23,3,3,10,1,5,1,2,6,1,5,0,3,2,3,6,6,3,1,5,0,0,0,0,0,0,1
944,17,2,3,9,0,7,3,4,3,3,3,0,1,4,2,7,7,2,3,3,0,0,0,0,0,0,0
945,36,3,3,4,1,4,2,4,4,2,3,1,3,2,1,6,6,3,2,6,0,0,0,0,0,0,0
947,28,5,3,2,1,5,0,4,5,0,0,0,2,1,0,5,5,4,2,6,0,0,0,0,0,0,0
948,19,2,4,9,2,5,2,5,3,1,4,0,3,3,8,8,4,5,0,5,0,0,0,0,0,1,0
950,16,3,3,8,1,4,2,3,4,1,5,1,2,3,4,6,7,2,1,1,0,0,0,0,0,1,0
951,8,2,3,6,1,3,4,2,3,1,6,1,3,3,7,6,8,1,0,2,0,0,0,0,0,1,0
953,17,4,2,9,0,6,1,1,8,2,6,1,2,6,1,8,8,1,0,3,0,0,0,0,0,1,0
957,8,2,2,6,0,3,3,2,5,1,5,0,3,4,8,6,8,1,0,2,0,0,0,0,0,1,0
958,17,2,4,9,0,2,0,6,3,0,7,0,3,4,9,7,9,0,0,3,0,0,0,0,0,1,1
959,31,3,3,3,3,5,0,3,6,7,2,0,0,1,2,8,4,5,4,8,0,0,0,0,0,0,0
960,27,3,3,2,0,6,0,4,5,4,3,0,2,3,2,7,2,7,0,6,0,0,0,0,0,0,0
961,7,2,3,6,0,6,3,4,2,2,1,1,6,1,7,7,7,2,2,3,0,0,0,0,0,1,0
962,23,3,3,10,0,7,0,3,6,2,4,0,5,4,7,9,9,0,0,5,0,0,0,0,0,1,0
963,35,3,3,4,2,3,0,4,5,1,3,0,3,2,8,9,6,3,1,8,0,1,0,0,0,1,0
964,17,2,4,9,0,5,3,4,2,1,8,0,1,7,0,7,7,2,0,3,0,0,0,0,1,0,0
965,7,1,2,6,0,0,6,2,2,0,3,0,4,3,4,0,9,0,0,3,0,0,0,0,0,0,0
967,17,3,2,9,0,2,1,4,5,0,4,0,4,1,5,8,9,0,0,3,0,0,0,0,0,0,0
968,24,3,2,1,0,6,0,5,4,1,2,3,3,0,0,4,3,6,2,3,0,0,0,0,0,2,0
969,36,2,3,4,0,3,3,2,5,3,4,0,4,2,7,5,5,4,0,6,0,0,0,0,0,1,0
970,20,2,4,9,0,9,3,3,3,1,2,0,4,0,2,4,5,4,2,3,0,0,0,0,0,1,0
971,6,2,2,6,1,4,3,4,2,2,4,0,4,4,6,6,7,2,0,2,0,0,0,0,0,0,0
972,20,4,3,9,0,4,0,4,5,4,5,0,4,3,9,9,6,3,1,3,0,0,0,0,0,0,0
973,33,3,2,3,2,4,1,4,5,2,2,0,3,1,6,7,6,3,0,7,0,0,0,0,0,1,0
974,14,2,3,8,0,6,7,0,2,4,5,0,4,0,4,6,6,3,0,1,0,0,0,0,0,1,0
975,33,2,3,3,1,5,3,3,4,0,4,0,0,5,0,6,6,3,2,7,0,0,0,0,0,1,0
976,20,2,4,9,0,5,2,5,3,0,9,0,2,7,5,9,9,0,0,3,0,0,0,0,0,1,0
977,14,2,4,8,0,3,6,0,3,0,7,0,0,0,6,3,7,2,0,2,0,0,0,0,0,1,0
978,16,1,4,8,0,3,9,0,0,0,6,0,0,0,5,6,8,1,0,1,0,0,0,0,0,1,0
979,38,3,2,4,1,3,1,2,6,3,1,0,5,1,6,7,5,4,1,6,0,0,0,0,0,1,0
980,17,2,3,9,0,7,4,1,5,0,7,1,2,6,8,5,8,1,0,3,0,0,0,0,0,1,0
981,28,2,4,2,0,4,3,4,2,0,3,0,3,2,5,6,6,3,0,6,0,0,0,0,0,1,1
982,26,3,3,2,2,5,2,5,4,4,2,0,3,1,0,5,0,9,1,8,0,0,0,0,0,1,0
983,15,2,3,8,1,4,3,2,5,0,6,0,2,3,9,5,8,1,0,1,0,0,0,0,0,0,0
984,22,3,2,10,0,6,0,4,5,1,3,0,1,4,5,8,4,5,1,4,0,0,0,0,0,0,0
985,26,2,4,2,0,4,2,5,2,4,0,0,0,0,6,9,2,7,2,8,0,0,0,0,0,0,0
986,32,3,2,3,0,7,0,6,3,2,0,0,7,0,0,7,7,2,0,6,0,0,0,0,0,1,0
987,22,3,3,10,0,4,0,4,5,0,9,0,2,4,5,8,8,1,0,4,0,0,0,0,0,1,0
988,30,2,4,2,0,5,3,4,3,1,6,1,3,4,6,6,7,2,1,3,0,0,0,0,0,0,0
989,21,3,3,9,2,2,2,4,4,1,5,1,4,2,1,4,6,3,2,5,0,0,0,0,0,0,0
990,22,4,2,10,1,4,0,1,8,0,6,1,0,0,0,6,6,3,0,4,0,0,0,0,0,2,0
991,22,3,3,10,0,3,0,4,5,0,9,0,0,5,5,5,9,0,0,3,0,0,0,0,0,1,0
992,22,3,3,10,1,6,0,3,6,0,9,0,3,6,0,7,7,2,0,4,0,0,0,0,0,0,0
993,22,4,2,10,0,6,1,2,6,1,5,2,2,4,4,5,7,2,0,4,0,0,0,0,0,1,0
994,24,2,4,1,0,6,3,4,3,0,7,8,1,0,0,3,2,7,0,3,0,0,0,0,0,1,0
995,11,2,4,7,0,5,2,5,3,0,8,0,2,4,9,8,7,2,0,1,0,0,0,0,0,1,0
996,17,2,4,9,2,5,0,6,3,0,4,0,7,0,3,7,6,3,0,3,0,0,0,0,0,0,0
998,17,3,3,9,1,5,1,2,6,1,5,0,3,2,3,6,6,3,1,3,0,0,0,0,0,1,0
999,28,2,4,2,0,4,2,5,3,2,4,0,2,3,3,7,5,4,1,6,0,0,0,1,0,1,0
1000,17,2,4,9,0,9,0,5,4,0,4,0,2,6,3,5,9,0,2,3,0,0,0,0,0,0,0
1001,24,5,3,1,1,1,0,1,8,0,3,6,3,0,0,6,9,0,0,3,0,0,0,0,0,1,0
1002,10,1,5,7,0,4,6,2,1,1,7,2,2,4,8,3,9,0,1,1,0,0,0,0,0,1,1
1004,22,2,2,10,0,4,3,4,3,1,8,0,3,6,3,7,8,1,0,4,0,0,0,0,1,0,0
1005,23,3,3,10,1,5,1,2,6,1,5,0,3,2,3,6,6,3,1,5,0,0,0,0,0,0,0
1006,34,4,2,4,2,3,1,2,7,2,3,0,4,1,9,4,6,3,1,4,0,0,0,0,0,1,1
1007,17,4,2,9,0,8,0,2,7,2,4,0,4,1,0,7,6,3,0,3,0,0,0,0,0,1,0
1008,17,3,3,9,0,4,2,4,4,1,6,1,3,3,5,6,8,1,1,3,0,0,0,0,0,1,0
1010,7,2,2,6,0,5,1,8,1,0,4,0,5,3,8,4,9,0,0,3,0,0,0,0,0,1,0
1011,23,2,3,10,0,7,4,1,4,0,5,0,6,0,6,4,3,6,0,5,0,0,0,0,0,0,0
1012,14,1,5,8,0,6,6,3,0,0,9,1,1,5,9,1,8,1,0,2,0,0,0,0,0,0,0
1013,26,3,3,2,1,6,0,4,5,8,0,0,0,0,0,7,2,7,5,8,0,0,0,0,0,0,0
1014,19,3,3,9,0,7,2,0,7,1,5,0,4,3,7,4,8,1,0,5,0,0,0,0,0,0,0
1015,6,3,2,6,1,3,1,4,5,0,5,0,3,5,3,6,8,1,0,2,0,0,0,0,0,0,0
1016,35,4,2,4,0,5,0,3,6,0,5,0,4,5,3,7,5,4,0,8,0,0,0,0,0,1,0
1017,17,3,2,9,0,2,1,4,5,0,4,0,4,1,5,8,9,0,0,3,0,0,0,0,0,1,0
1018,36,3,2,4,0,5,1,2,7,3,4,1,4,1,0,6,4,5,4,6,0,2,0,0,0,1,0
1019,9,1,4,7,0,5,6,3,1,2,3,0,5,2,9,5,5,4,0,1,0,0,0,0,0,1,0
1020,25,3,3,1,0,7,3,1,6,0,3,4,2,0,0,3,2,7,0,4,0,0,0,0,0,1,0
1021,20,2,4,9,1,6,0,5,4,0,9,0,0,0,9,6,7,2,0,3,0,0,0,0,0,0,0
1022,23,3,3,10,2,6,1,0,8,1,6,0,4,0,2,5,5,4,3,5,0,0,0,0,0,0,0
1024,10,1,5,7,0,5,7,2,0,0,7,2,3,0,9,0,2,7,0,1,0,0,0,0,0,0,0
1026,23,3,2,10,0,5,2,1,7,1,5,0,2,3,7,5,7,2,0,5,0,0,0,0,0,0,0
1027,17,2,3,9,0,7,0,6,4,1,5,0,3,3,2,7,2,7,0,3,0,0,0,0,0,1,0
1028,26,2,4,2,2,7,0,7,2,4,0,0,3,0,0,7,3,6,0,8,0,0,0,0,0,0,0
1029,33,3,3,3,0,5,2,3,5,3,3,0,4,1,1,8,6,3,0,7,0,0,0,0,0,0,0
1030,17,4,2,9,0,8,0,2,7,2,4,0,4,1,0,7,6,3,0,3,0,0,0,0,0,1,1
1031,17,3,3,9,0,6,2,3,5,1,6,1,4,2,2,7,7,2,0,3,0,0,0,0,0,0,0
1032,27,4,2,2,1,4,2,4,4,5,0,4,0,0,4,6,5,4,0,6,0,0,0,0,0,0,0
1033,17,4,3,9,0,6,0,3,6,0,9,3,0,6,9,7,9,0,0,3,0,0,0,0,0,0,0
1034,28,2,4,2,0,5,2,5,2,3,2,0,4,0,6,6,2,7,0,6,0,0,0,0,0,0,0
1035,17,2,4,9,0,5,2,5,2,1,8,0,2,5,4,7,8,1,0,3,0,0,0,0,0,1,0
1036,34,3,2,4,0,5,0,4,5,2,2,0,4,0,7,7,6,3,0,4,0,0,0,0,0,1,0
1037,17,3,3,9,1,6,1,3,5,2,4,1,4,2,4,7,5,4,2,3,0,0,0,0,0,0,0
1038,25,3,3,1,0,7,1,5,3,0,6,2,3,2,3,6,6,3,1,4,0,0,0,0,0,2,0
1039,35,3,4,4,0,2,4,0,5,4,5,0,4,1,9,7,6,3,0,8,0,0,0,0,0,0,0
1040,19,4,3,9,0,4,0,4,5,0,5,0,3,3,5,6,8,1,5,5,0,0,0,0,0,1,0
1041,13,2,4,8,0,3,3,4,3,0,9,0,0,6,8,6,9,0,1,3,0,0,0,0,0,0,0
1042,21,3,2,9,3,2,0,2,7,2,3,0,4,2,7,7,6,3,1,5,0,0,0,0,0,0,0
1043,28,2,4,2,1,5,3,5,2,2,4,1,3,2,5,6,6,3,1,6,0,0,0,0,0,0,0
1044,31,3,2,3,0,7,0,6,3,2,0,0,7,0,0,7,7,2,0,8,0,0,0,0,0,1,0
1045,18,3,3,9,0,2,0,2,7,0,5,0,0,9,9,5,9,0,0,6,0,0,0,0,0,0,0
1046,35,3,3,4,1,4,0,5,4,3,2,0,1,1,0,7,2,7,3,8,0,0,0,0,1,0,0
1047,7,2,2,6,3,4,3,5,2,0,5,0,4,4,9,7,8,1,0,3,0,0,0,0,0,3,0
1048,37,4,2,4,0,7,0,0,8,2,4,0,2,5,4,9,7,2,0,7,0,0,0,0,0,1,0
1049,28,2,4,2,2,7,2,6,2,0,5,0,5,0,0,6,6,3,2,6,0,0,0,0,0,1,0
1050,17,4,3,9,1,4,1,2,7,2,6,1,2,4,4,5,7,2,0,3,0,0,0,0,0,1,0
1051,17,3,3,9,0,7,4,4,2,0,7,1,3,3,4,4,7,2,0,3,0,0,0,0,0,1,0
1052,15,2,3,8,1,3,4,2,3,1,6,1,3,3,7,6,8,1,0,1,0,0,0,0,0,0,0
1053,23,2,4,10,0,4,3,2,4,0,8,0,1,0,8,4,7,2,0,5,0,0,0,0,0,2,0
1054,35,3,2,4,1,5,1,3,6,4,2,0,3,1,1,7,4,5,2,8,0,0,0,0,0,1,0
1055,36,3,3,4,2,4,2,3,4,3,3,0,4,1,3,6,6,3,2,6,0,0,0,0,0,1,0
1057,13,2,5,8,2,2,3,4,2,0,8,0,1,4,9,4,9,0,0,3,0,0,0,0,0,1,0
1058,38,3,2,4,6,0,0,5,4,2,2,0,5,3,7,9,3,6,3,7,0,0,0,0,0,0,0
1059,34,4,3,4,1,4,0,3,6,4,3,0,9,0,0,6,5,4,2,4,0,0,0,0,0,1,0
1060,17,3,3,9,0,4,3,2,6,0,4,0,4,5,2,7,8,1,2,3,0,5,0,0,0,1,0
1061,19,2,4,9,0,2,5,3,2,3,2,0,0,2,0,9,2,7,0,5,0,0,0,0,0,0,1
1062,33,4,3,3,2,5,0,2,7,4,2,0,5,2,1,8,6,3,3,7,0,0,0,0,0,0,0
1063,25,3,3,1,2,5,0,3,6,2,5,2,3,1,1,7,6,3,2,4,0,0,0,0,0,0,0
1064,16,3,3,8,0,5,3,2,5,1,6,1,2,3,5,5,7,2,1,1,0,0,0,0,0,1,0
1065,21,3,3,9,0,4,1,5,4,1,3,1,4,2,2,4,7,2,1,4,0,4,0,0,0,0,0
1066,33,3,3,3,1,5,0,2,7,5,2,0,4,2,1,7,5,4,3,7,0,0,0,0,0,0,0
1067,33,3,3,3,0,4,3,1,6,4,4,0,5,2,1,7,8,1,0,7,0,0,0,0,1,0,0
1068,8,2,2,6,0,3,3,2,5,1,5,0,3,4,8,6,8,1,0,2,0,0,0,0,0,1,0
1069,18,2,3,9,0,5,2,3,4,3,6,0,3,3,2,7,8,1,0,6,0,0,0,0,0,2,0
1070,15,3,4,8,0,8,1,3,5,0,6,0,3,2,6,5,7,2,1,1,0,2,0,0,0,1,0
1072,17,3,3,9,0,4,2,3,5,0,7,3,0,3,3,5,7,2,0,3,0,0,0,0,0,0,0
1073,19,2,3,9,0,5,2,3,4,3,6,0,3,3,2,7,8,1,0,5,0,0,0,0,0,0,0
1074,13,2,3,8,1,4,3,3,3,0,5,1,4,2,2,5,7,2,0,3,0,0,0,0,0,1,0
1075,32,3,3,3,1,5,1,4,5,4,2,1,3,1,4,6,4,5,1,6,0,0,0,0,0,1,1
1076,31,3,2,3,1,4,1,3,6,2,3,0,4,2,2,7,5,4,1,8,0,0,0,0,0,0,0
1077,26,2,4,2,0,4,2,5,2,4,0,0,0,0,6,9,2,7,2,8,0,0,0,0,0,0,0
1078,18,3,3,9,1,4,1,5,4,0,8,0,2,0,2,6,5,4,1,6,0,0,0,0,0,0,0
1079,19,3,3,9,1,7,2,2,5,4,2,0,2,1,1,6,5,4,1,5,0,4,0,0,0,1,0
1080,17,3,3,9,0,3,0,0,9,0,5,0,3,3,4,6,3,6,0,3,0,0,0,0,0,0,0
1081,14,2,4,8,1,4,0,5,4,0,7,0,0,0,5,5,7,2,2,2,0,0,0,0,0,1,0
1082,33,3,2,3,0,7,0,6,3,2,0,0,7,0,0,7,7,2,0,7,0,0,0,0,0,1,1
1083,20,3,3,9,2,4,5,0,4,3,3,2,4,0,0,6,5,4,2,3,0,0,0,0,0,0,0
1084,33,3,3,3,1,5,2,3,5,2,4,2,2,2,3,6,5,4,2,7,0,0,0,0,0,0,0
1085,33,3,3,3,2,4,2,3,4,3,3,0,4,1,3,6,6,3,2,7,0,0,0,0,0,1,0
1086,21,2,2,9,0,4,4,4,2,0,4,0,7,0,7,7,9,0,0,4,0,0,0,0,0,1,0
1087,38,3,2,4,4,2,2,4,4,2,2,0,5,0,4,5,5,4,1,7,0,0,0,0,0,1,0
1088,22,4,2,10,0,4,1,1,8,1,5,0,2,0,8,5,8,1,0,4,0,0,0,0,0,0,0
1089,23,2,5,10,0,5,7,0,2,0,9,0,0,6,7,7,7,2,0,5,0,0,0,0,0,1,0
1090,15,2,4,8,1,6,0,5,4,0,9,0,3,2,9,6,7,2,0,1,0,0,0,0,0,1,0
1091,38,3,4,4,0,2,4,0,5,4,5,0,4,1,9,7,6,3,0,6,0,0,0,0,0,1,0
1092,21,3,3,9,1,4,1,4,4,2,4,2,2,3,3,7,5,4,2,4,0,0,0,0,0,1,0
1093,17,2,3,9,0,7,3,4,3,3,3,0,1,4,2,7,7,2,3,3,0,0,0,0,0,1,0
1094,10,1,5,7,1,4,6,3,1,1,3,0,3,3,8,5,5,4,1,1,0,0,0,0,0,0,0
1096,33,2,4,3,0,6,4,0,5,3,3,0,6,0,9,9,2,7,0,7,0,0,0,1,0,0,0
1097,13,2,4,8,2,2,3,4,3,0,6,0,4,2,9,4,9,0,0,3,0,0,0,0,0,0,0
1098,19,5,3,9,0,5,1,1,8,3,1,0,3,1,1,7,2,7,0,6,0,0,0,0,0,0,0
1099,20,2,4,9,1,5,3,4,2,1,4,0,4,1,4,6,6,3,1,3,0,0,0,0,0,0,0
1100,41,2,2,5,0,2,6,1,2,5,2,0,3,2,6,5,6,3,1,1,0,0,0,0,0,0,0
1101,7,1,2,6,2,3,6,3,1,1,5,0,1,3,8,5,8,1,1,3,0,0,0,0,0,1,0
1102,7,1,3,6,1,4,5,3,1,1,3,0,4,1,8,4,8,1,0,3,0,0,0,0,0,1,0
1103,20,2,4,9,0,4,0,7,2,0,9,0,0,5,9,5,9,0,0,3,0,0,0,0,0,1,1
1104,23,3,3,10,0,5,2,2,6,0,7,0,1,3,8,6,9,0,0,5,0,0,0,0,0,1,0
1105,15,2,3,8,0,4,6,2,2,1,7,0,0,5,9,5,9,0,0,1,0,0,0,0,0,1,0
1106,23,2,4,10,0,4,3,2,4,0,8,0,1,0,8,4,7,2,0,5,0,0,0,0,0,1,0
1107,17,2,4,9,0,7,2,6,2,0,6,0,1,0,4,4,3,6,0,3,0,0,0,0,0,0,0
1108,25,3,3,1,0,5,0,3,6,0,5,2,0,4,4,7,5,4,3,4,0,0,0,0,0,0,0
1109,18,4,3,9,0,4,0,4,5,0,5,0,3,3,5,6,8,1,5,6,0,0,0,0,0,1,0
1110,28,3,3,2,1,4,0,6,3,0,3,0,2,2,3,6,5,4,0,6,0,0,0,0,0,1,0
1111,33,3,3,3,0,5,2,2,5,2,4,0,3,2,2,8,5,4,2,8,0,0,0,0,0,0,0
1112,22,3,3,10,0,3,1,2,7,0,6,0,2,2,9,7,7,2,0,4,0,0,0,0,0,1,0
1113,7,2,2,6,2,2,2,5,2,0,5,0,4,0,9,5,9,0,0,3,0,0,0,0,0,0,0
1114,17,2,3,9,2,3,3,5,2,1,6,0,2,2,3,6,8,1,1,3,0,0,0,0,0,1,0
1115,34,4,2,4,2,4,1,2,6,3,2,0,4,2,2,9,5,4,0,4,0,0,0,0,0,1,0
1116,8,2,3,6,2,4,3,6,0,4,2,0,4,3,9,3,9,0,0,2,0,0,0,0,0,1,0
1117,34,4,2,4,2,4,1,2,6,3,2,0,4,2,2,9,5,4,0,4,0,0,0,0,0,0,0
1118,17,3,4,9,0,6,2,3,5,1,4,1,2,2,2,6,5,4,2,3,0,0,0,0,0,1,0
1119,34,4,3,4,0,6,0,1,8,0,5,0,3,4,4,7,9,0,0,4,0,0,0,0,0,0,1
1120,32,3,3,3,1,5,1,4,5,4,2,1,3,1,4,6,4,5,1,6,0,0,0,0,0,1,0
1121,28,3,4,2,0,9,0,6,3,0,3,0,4,0,4,9,6,4,0,6,0,0,0,0,0,0,0
1122,16,2,4,8,1,3,4,5,1,1,5,0,3,0,7,6,6,3,0,1,0,0,0,0,0,0,0
1124,14,2,3,8,0,5,3,5,2,0,5,0,2,2,3,9,5,4,3,2,0,0,0,0,0,1,0
1125,28,2,3,2,0,4,2,4,4,3,4,0,2,0,4,5,6,3,1,6,0,0,0,0,0,1,1
