pet_id,shelter_name,shelter_state,amount,method,new_donor,donor_source
81531,"Friends of the Shelter - Davidson County NC Inc ""Gingers Fund""",3,10,8,0,12
81531,"Friends of the Shelter - Davidson County NC Inc ""Gingers Fund""",3,10,8,0,12
81531,"Friends of the Shelter - Davidson County NC Inc ""Gingers Fund""",3,10,8,1,12
81217,R.U.G. Activity Center Animal Shelter,3,10,8,1,12
81531,"Friends of the Shelter - Davidson County NC Inc ""Gingers Fund""",3,10,8,1,12
81531,"Friends of the Shelter - Davidson County NC Inc ""Gingers Fund""",3,10,8,0,12
81545,"Leashes of Love, Inc.",1,10,8,0,12
81545,"Leashes of Love, Inc.",1,10,8,0,12
81545,"Leashes of Love, Inc.",1,10,8,1,12
81545,"Leashes of Love, Inc.",1,10,8,0,12
81545,"Leashes of Love, Inc.",1,10,8,0,12
81560,Murray County Humane Society,3,10,8,0,12
81545,"Leashes of Love, Inc.",1,10,8,0,12
81545,"Leashes of Love, Inc.",1,10,8,1,12
81545,"Leashes of Love, Inc.",1,10,8,1,12
81577,Southern California Bulldog Rescue,1,10,8,1,12
81545,"Leashes of Love, Inc.",1,10,8,0,12
81539,Ruff Love Rescue,3,10,8,1,12
80918,Grainger County Humane Society,3,10,8,0,12
81084,West Coast Animal Rescue,1,10,8,0,12
81248,Hickory Hill K-9 Rescue,3,10,8,0,12
81560,Murray County Humane Society,3,10,8,1,12
81577,Southern California Bulldog Rescue,1,10,8,1,12
81560,Murray County Humane Society,3,10,8,0,12
81560,Murray County Humane Society,3,10,8,0,12
81560,Murray County Humane Society,3,10,8,0,12
81577,Southern California Bulldog Rescue,1,10,8,1,12
81560,Murray County Humane Society,3,10,8,0,12
81524,Standing Proud Pit Bull Rescue,1,10,8,1,12
81577,Southern California Bulldog Rescue,1,10,8,1,12
81577,Southern California Bulldog Rescue,1,10,8,1,12
81454,A.D.O.P.T.,3,10,8,1,12
81560,Murray County Humane Society,3,10,8,1,12
81560,Murray County Humane Society,3,10,8,1,12
81577,Southern California Bulldog Rescue,1,10,8,0,12
81560,Murray County Humane Society,3,10,8,1,12
81560,Murray County Humane Society,3,10,8,1,12
81560,Murray County Humane Society,3,10,8,1,12
81560,Murray County Humane Society,3,10,8,1,12
81539,Ruff Love Rescue,3,10,8,1,12
81439,The Oasis Sanctuary,1,10,8,1,12
81553,Long Beach Animal Care Services,1,10,8,1,12
81539,Ruff Love Rescue,3,10,8,0,12
81571,Long Beach Animal Care Services,1,10,8,1,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,1,12
81539,Ruff Love Rescue,3,10,8,1,12
81539,Ruff Love Rescue,3,10,8,1,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,1,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,1,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81531,"Friends of the Shelter - Davidson County NC Inc ""Gingers Fund""",3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,0,12
81539,Ruff Love Rescue,3,10,8,1,12
81532,"Dogue de Bordeaux Rescue, Inc",1,10,8,0,12
81538,The REAL Bark,1,10,8,0,12
81538,The REAL Bark,1,10,8,1,12
81538,The REAL Bark,1,10,8,0,12
81538,The REAL Bark,1,10,8,0,12
81538,The REAL Bark,1,10,8,1,12
81538,The REAL Bark,1,10,8,0,12
81538,The REAL Bark,1,10,8,1,12
80915,Don't Bully Me Rescue,3,10,8,0,12
81538,The REAL Bark,1,10,8,0,12
81538,The REAL Bark,1,10,8,1,12
81411,White German Shepherd Rescue,1,10,8,0,12
81532,"Dogue de Bordeaux Rescue, Inc",1,10,8,0,12
81532,"Dogue de Bordeaux Rescue, Inc",1,10,8,0,12
81532,"Dogue de Bordeaux Rescue, Inc",1,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81141,Indiana GSD & Siberian Husky Rescue,2,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
80980,Marley's Mutts Dog Rescue,1,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,0,12
81421,Pflugerville Pets Alive!,3,10,8,1,12
81421,Pflugerville Pets Alive!,3,10,8,0,12
81391,A.D.O.P.T.,3,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,0,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,0,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,0,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,0,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,1,12
81092,"Stray Love Foundation, Inc.",3,10,8,1,12
81460,"Wichita Pug Rescue, Inc.",2,10,8,0,12
81431,Cheshire Abbey,3,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,0,12
81431,Cheshire Abbey,3,10,8,1,12
81432,Cochise Canine Rescue,1,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,0,12
81106,West Coast Animal Rescue,1,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,1,12
81072,"True Heart MinPin Rescue, Inc.",3,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,0,12
81432,Cochise Canine Rescue,1,10,8,1,12
81431,Cheshire Abbey,3,10,8,0,12
81431,Cheshire Abbey,3,10,8,1,12
81431,Cheshire Abbey,3,10,8,1,12
81431,Cheshire Abbey,3,10,8,0,12
81431,Cheshire Abbey,3,10,8,1,12
81431,Cheshire Abbey,3,10,8,1,12
81386,A.D.O.P.T.,3,10,8,1,12
81386,A.D.O.P.T.,3,10,8,0,12
81386,A.D.O.P.T.,3,10,8,0,12
81386,A.D.O.P.T.,3,10,8,1,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,1,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,1,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,0,12
81084,West Coast Animal Rescue,1,10,8,0,12
81022,Don't Bully Me Rescue,3,10,8,1,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,0,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,1,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,1,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,1,12
81397,Casa del Toro Pit Bull Rescue,2,10,8,1,12
81162,Casa del Toro Pit Bull Rescue,2,10,8,1,12
81168,Murray County Humane Society,3,10,8,1,12
81168,Murray County Humane Society,3,10,8,1,12
80918,Grainger County Humane Society,3,10,8,0,12
81360,Fort Bend Pets Alive!,3,10,8,1,12
81360,Fort Bend Pets Alive!,3,10,8,1,12
81360,Fort Bend Pets Alive!,3,10,8,0,12
81360,Fort Bend Pets Alive!,3,10,8,1,12
81360,Fort Bend Pets Alive!,3,10,8,1,12
81360,Fort Bend Pets Alive!,3,10,8,1,12
81360,Fort Bend Pets Alive!,3,10,8,1,12
80966,West Coast Animal Rescue,1,10,8,0,12
81076,SPCA of the Triad,3,10,8,1,12
81344,Standing Proud Pit Bull Rescue,1,10,8,1,12
81344,Standing Proud Pit Bull Rescue,1,10,8,0,12
81076,SPCA of the Triad,3,10,8,0,12
81076,SPCA of the Triad,3,10,8,0,12
81081,Save Our Shepherds Rescue,3,10,8,0,12
81170,West Coast Animal Rescue,1,10,8,0,12
81197,Mariah's Promise,3,10,8,0,12
81082,West Coast Animal Rescue,1,10,8,0,12
81045,The FernDog Rescue Foundation,4,10,8,0,12
80969,,5,10,8,0,12
80980,Marley's Mutts Dog Rescue,1,10,8,0,12
80946,Helping Paws Animal Sanctuary,3,10,8,0,12
80914,Don't Bully Me Rescue,3,10,8,0,12
80914,Don't Bully Me Rescue,3,10,8,0,12
80914,Don't Bully Me Rescue,3,10,8,0,12
80905,Kissabully Rescue,1,10,8,0,12
1118633,Smashface Rescue/Rehab,1,11,5,1,11
857153,Arf-Anage Dog Rescue,1,11,8,0,12
823830,Collar of Hope,1,11,6,1,12
771053,Chain of Love Abandoned Animals Rescue ,3,11,6,0,12
511108,Forever Friends Humane Society,3,11.05,6,0,12
1059271,Southern Souls Rescue,3,12,1,1,2
1055270,"Their Lives Matter, Inc.",3,12,6,0,9
1038313,Lucky K9 Rescue,2,12,6,0,12
725157,"Their Lives Matter, Inc.",3,12,6,1,12
245024,"Dogue de Bordeaux Rescue, Inc",1,13,6,1,12
702879,Heidi's Legacy Dog Rescue,3,14,5,0,12
1121509,Rescue Dogs Rock NYC,4,15,6,0,2
1121509,Rescue Dogs Rock NYC,4,15,6,1,9
1121509,Rescue Dogs Rock NYC,4,15,5,1,9
1087066,Maggy's Bully Rescue,2,15,6,1,9
1117976,"Catoosa Citizens for Animal Care, Inc. ",3,15,3,1,4
1117976,"Catoosa Citizens for Animal Care, Inc. ",3,15,5,1,9
1087066,Maggy's Bully Rescue,2,15,3,0,12
1090366,"Their Lives Matter, Inc.",3,15,7,1,9
1084314,Wyoming County SPCA,4,15,3,1,9
1090366,"Their Lives Matter, Inc.",3,15,7,1,4
1074164,Road Dogs and Rescue,1,15,6,1,2
1080098,Corridor Rescue Inc.,3,15,5,1,9
1041578,"GOLDEN RETRIEVER RESCUE ALLIANCE, INC.",3,15,3,0,2
997831,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,15,2,0,2
971544,Heidi's Legacy Dog Rescue,3,15,5,0,12
943277,True & Faithful Pet Rescue Mission,3,15,6,0,12
943276,Heidi's Legacy Dog Rescue,3,15,6,0,12
943276,Heidi's Legacy Dog Rescue,3,15,5,0,12
943276,Heidi's Legacy Dog Rescue,3,15,5,0,12
1014028,Central Texas Dachshund Rescue,3,15,5,1,12
776299,Don't Bully Me Rescue,3,15,5,0,12
954459,Ruff Patch Rescue,1,15,3,1,12
954459,Ruff Patch Rescue,1,15,6,0,12
911081,"Their Lives Matter, Inc.",3,15,3,0,12
893515,Tornado Alley Bulldog Rescue,3,15,5,0,12
896036,Defensa Animal de Rincon,5,15,3,0,12
893515,Tornado Alley Bulldog Rescue,3,15,6,0,12
893515,Tornado Alley Bulldog Rescue,3,15,3,0,12
896352,True & Faithful Pet Rescue Mission,3,15,5,0,12
893515,Tornado Alley Bulldog Rescue,3,15,5,1,12
896352,True & Faithful Pet Rescue Mission,3,15,6,0,12
896036,Defensa Animal de Rincon,5,15,5,0,12
876053,Southern California Bulldog Rescue,1,15,5,0,12
876053,Southern California Bulldog Rescue,1,15,5,0,12
849656,True & Faithful Pet Rescue Mission,3,15,5,0,12
876053,Southern California Bulldog Rescue,1,15,6,1,12
853473,"Pound Pullers of Lebanon, MO, Inc.",2,15,5,0,12
853473,"Pound Pullers of Lebanon, MO, Inc.",2,15,6,0,12
876053,Southern California Bulldog Rescue,1,15,5,1,12
876053,Southern California Bulldog Rescue,1,15,6,1,12
849656,True & Faithful Pet Rescue Mission,3,15,5,0,12
849656,True & Faithful Pet Rescue Mission,3,15,6,0,12
846690,True & Faithful Pet Rescue Mission,3,15,6,0,12
768378,"Mostly Muttz Rescue, Inc.",4,15,5,0,12
823830,Collar of Hope,1,15,6,1,12
823830,Collar of Hope,1,15,6,0,12
682595,God's Dogs Rescue,3,15,6,0,12
773923,Don't Bully Me Rescue,3,15,5,1,12
727483,Furrst and Furrmost Pooch Sanctuary,1,15,5,1,12
761702,True & Faithful Pet Rescue Mission,3,15,6,0,12
741438,Heidi's Legacy Dog Rescue,3,15,6,0,12
768378,"Mostly Muttz Rescue, Inc.",4,15,5,0,12
746740,Louisiana Baby Mommas,3,15,5,0,12
746740,Louisiana Baby Mommas,3,15,6,0,12
743599,"Their Lives Matter, Inc.",3,15,6,0,12
618459,"Their Lives Matter, Inc.",3,15,6,0,12
761702,True & Faithful Pet Rescue Mission,3,15,5,1,12
702879,Heidi's Legacy Dog Rescue,3,15,6,0,12
711496,"Ewenity Farm Border Collie Haven, Inc.",3,15,5,0,12
702880,No Stray Left Behind,1,15,5,1,12
725157,"Their Lives Matter, Inc.",3,15,6,0,12
711496,"Ewenity Farm Border Collie Haven, Inc.",3,15,5,0,12
655090,Bulldog Haven NW,1,15,6,1,12
667116,"Their Lives Matter, Inc.",3,15,5,0,12
618461,"Their Lives Matter, Inc.",3,15,5,0,12
655090,Bulldog Haven NW,1,15,5,0,12
655092,"Wilma's Orphans, Inc.",4,15,6,1,12
662946,"Mostly Muttz Rescue, Inc.",4,15,6,0,12
602926,Rescued Treasures Pet Adoptions,4,15,5,0,12
602926,Rescued Treasures Pet Adoptions,4,15,8,0,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,15,5,0,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,15,6,0,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,15,5,1,12
579473,"Their Lives Matter, Inc.",3,15,3,1,12
566149,Southern Souls Rescue,3,15,5,0,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,15,5,0,12
579473,"Their Lives Matter, Inc.",3,15,5,0,12
566149,Southern Souls Rescue,3,15,5,0,12
566149,Southern Souls Rescue,3,15,6,0,12
566149,Southern Souls Rescue,3,15,5,0,12
566149,Southern Souls Rescue,3,15,5,0,12
528375,Stillwater Cat Haven,1,15,6,1,12
541920,Waverly Animal Shelter,3,15,5,0,12
81532,"Dogue de Bordeaux Rescue, Inc",1,15,5,0,12
507511,Pflugerville Pets Alive!,3,15,5,0,12
526182,Animal Ark Rescue Adoption Page,3,15,5,0,12
526182,Animal Ark Rescue Adoption Page,3,15,5,0,12
526185,Stickneys Toy Breed Rescue and Retirement Sanctuary,2,15,5,1,12
467205,Love & Second Chances,1,15,5,0,12
445519,Southern California Bulldog Rescue,1,15,5,0,12
462251,Calling All Cats Rescues,4,15,5,1,12
464446,Saving Our Companion Animals - Fort Bend County,3,15,2,1,12
464446,Saving Our Companion Animals - Fort Bend County,3,15,6,1,12
445519,Southern California Bulldog Rescue,1,15,5,0,12
349939,Humane Society of Forsyth County,3,15,5,1,12
349939,Humane Society of Forsyth County,3,15,5,0,12
319720,Indiana GSD & Siberian Husky Rescue,2,15,5,1,12
332532,Bulldog Haven NW,1,15,6,1,12
245024,"Dogue de Bordeaux Rescue, Inc",1,15,6,0,12
245024,"Dogue de Bordeaux Rescue, Inc",1,15,5,1,12
245007,A Way For a Stray Rescue,3,15,6,0,12
138172,Feline Friends of Ruff Love Rescue,3,15,6,0,12
168463,Southern California Bulldog Rescue,1,15,5,0,12
81624,Long Beach Animal Care Services,1,15,5,0,12
148036,Saving Our Companion Animals - Fort Bend County,3,15,6,0,12
81656,Cooper's Chance Animal Rescue,1,15,3,0,12
81581,Ruff Love Rescue,3,15,8,0,12
81581,Ruff Love Rescue,3,15,8,1,12
81581,Ruff Love Rescue,3,15,8,1,12
81531,"Friends of the Shelter - Davidson County NC Inc ""Gingers Fund""",3,15,8,1,12
81560,Murray County Humane Society,3,15,8,0,12
81539,Ruff Love Rescue,3,15,8,1,12
81539,Ruff Love Rescue,3,15,8,0,12
81532,"Dogue de Bordeaux Rescue, Inc",1,15,8,0,12
81421,Pflugerville Pets Alive!,3,15,8,1,12
81421,Pflugerville Pets Alive!,3,15,8,0,12
81076,SPCA of the Triad,3,15,8,0,12
966767,Corridor Rescue Inc.,3,16,3,0,12
1072263,"Their Lives Matter, Inc.",3,17,5,0,9
602926,Rescued Treasures Pet Adoptions,4,17,5,1,12
711496,"Ewenity Farm Border Collie Haven, Inc.",3,18,5,1,12
1069792,"Their Lives Matter, Inc.",3,19,7,0,2
655090,Bulldog Haven NW,1,19,1,1,12
1121509,Rescue Dogs Rock NYC,4,20,5,0,9
1147614,"Georgia Animal Rescue & Defence, Inc- GARD",3,20,6,1,9
1121509,Rescue Dogs Rock NYC,4,20,5,0,2
1121509,Rescue Dogs Rock NYC,4,20,6,0,2
1121509,Rescue Dogs Rock NYC,4,20,5,1,2
1147614,"Georgia Animal Rescue & Defence, Inc- GARD",3,20,6,0,12
1147614,"Georgia Animal Rescue & Defence, Inc- GARD",3,20,5,1,9
1121509,Rescue Dogs Rock NYC,4,20,3,0,2
1121509,Rescue Dogs Rock NYC,4,20,5,1,2
1121509,Rescue Dogs Rock NYC,4,20,6,0,2
1121509,Rescue Dogs Rock NYC,4,20,5,1,2
1121509,Rescue Dogs Rock NYC,4,20,6,0,2
1121509,Rescue Dogs Rock NYC,4,20,5,0,9
1121509,Rescue Dogs Rock NYC,4,20,6,0,2
1121509,Rescue Dogs Rock NYC,4,20,6,1,2
1121509,Rescue Dogs Rock NYC,4,20,6,1,2
1121509,Rescue Dogs Rock NYC,4,20,5,0,2
1041578,"GOLDEN RETRIEVER RESCUE ALLIANCE, INC.",3,20,8,1,12
741437,Felines & Friends New Mexico,1,20,5,0,5
1919,Felines & Friends New Mexico,1,20,5,0,5
1144009,"Their Lives Matter, Inc.",3,20,7,1,2
1074165,Bulldog Haven NW,1,20,5,0,2
1144009,"Their Lives Matter, Inc.",3,20,7,0,9
1144009,"Their Lives Matter, Inc.",3,20,7,0,9
1121509,Rescue Dogs Rock NYC,4,20,5,0,9
1144009,"Their Lives Matter, Inc.",3,20,7,0,2
1074165,Bulldog Haven NW,1,20,3,0,2
1028915,Defensa Animal de Rincon,5,20,3,1,3
1105584,"Nuggetville Brigade, Inc.",3,20,5,1,9
1105584,"Nuggetville Brigade, Inc.",3,20,6,1,4
1117976,"Catoosa Citizens for Animal Care, Inc. ",3,20,1,1,9
1017472,Azalea City Cat Coalition,1,20,5,0,5
1136597,Magnificent Mutts Rescue,2,20,3,1,9
1136597,Magnificent Mutts Rescue,2,20,3,1,9
1121509,Rescue Dogs Rock NYC,4,20,5,1,10
581707,National Brittany Rescue and Adoption Network,4,20,6,1,9
1128636,True & Faithful Pet Rescue Mission,3,20,2,1,9
1128636,True & Faithful Pet Rescue Mission,3,20,3,1,9
1118634,Sweetwater Valley Dog Rescue,3,20,5,1,9
1059271,Southern Souls Rescue,3,20,6,1,2
1134306,Roane County Paws ,3,20,6,1,4
1136597,Magnificent Mutts Rescue,2,20,5,1,9
1069792,"Their Lives Matter, Inc.",3,20,7,1,9
1128636,True & Faithful Pet Rescue Mission,3,20,5,0,12
1059271,Southern Souls Rescue,3,20,5,0,9
1134306,Roane County Paws ,3,20,6,1,9
806944,Placencia Humane Society,5,20,3,1,4
1118634,Sweetwater Valley Dog Rescue,3,20,6,1,9
1059271,Southern Souls Rescue,3,20,5,1,7
1128636,True & Faithful Pet Rescue Mission,3,20,6,0,9
1128636,True & Faithful Pet Rescue Mission,3,20,1,1,9
1117976,"Catoosa Citizens for Animal Care, Inc. ",3,20,6,1,9
1118633,Smashface Rescue/Rehab,1,20,5,1,4
1128636,True & Faithful Pet Rescue Mission,3,20,1,1,9
1128636,True & Faithful Pet Rescue Mission,3,20,5,1,9
1118633,Smashface Rescue/Rehab,1,20,5,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1118633,Smashface Rescue/Rehab,1,20,3,1,9
997832,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,20,6,0,2
997832,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,20,5,0,2
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1059271,Southern Souls Rescue,3,20,5,0,12
1128636,True & Faithful Pet Rescue Mission,3,20,3,1,9
1128636,True & Faithful Pet Rescue Mission,3,20,5,0,9
1059271,Southern Souls Rescue,3,20,3,0,2
1059271,Southern Souls Rescue,3,20,6,0,2
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1128637,Green Hills Animal Shelter,2,20,6,1,12
1128636,True & Faithful Pet Rescue Mission,3,20,5,0,2
1059271,Southern Souls Rescue,3,20,5,0,9
1128636,True & Faithful Pet Rescue Mission,3,20,5,0,9
1059271,Southern Souls Rescue,3,20,5,1,2
1059271,Southern Souls Rescue,3,20,6,0,2
1059271,Southern Souls Rescue,3,20,6,0,9
1090826,Justice 4 Mutts,3,20,5,0,2
1098976,Heidi's Legacy Dog Rescue,3,20,5,0,2
1059271,Southern Souls Rescue,3,20,6,1,9
1121511,National Brittany Rescue and Adoption Network,4,20,5,1,9
1121511,National Brittany Rescue and Adoption Network,4,20,1,1,9
1118383,Operation Pets Alive,3,20,6,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,0,4
1121511,National Brittany Rescue and Adoption Network,4,20,3,0,2
1121511,National Brittany Rescue and Adoption Network,4,20,6,0,2
1080102,Heidi's Legacy Dog Rescue,3,20,5,0,2
1080097,Heidi's Legacy Dog Rescue,3,20,5,0,2
1121511,National Brittany Rescue and Adoption Network,4,20,6,0,2
1118383,Operation Pets Alive,3,20,5,1,9
1121510,Defensa Animal de Rincon,5,20,6,1,9
1059271,Southern Souls Rescue,3,20,6,1,9
1098976,Heidi's Legacy Dog Rescue,3,20,5,0,2
1118383,Operation Pets Alive,3,20,2,1,9
1117976,"Catoosa Citizens for Animal Care, Inc. ",3,20,5,1,9
1118634,Sweetwater Valley Dog Rescue,3,20,5,1,9
746740,Louisiana Baby Mommas,3,20,4,1,12
1098976,Heidi's Legacy Dog Rescue,3,20,5,0,2
1118383,Operation Pets Alive,3,20,6,1,9
1115438,Underdog Rescue,1,20,6,1,4
1080099,"Their Lives Matter, Inc.",3,20,7,1,2
1028767,"Mostly Muttz Rescue, Inc.",4,20,6,1,9
1105947,Rescue Teamsters,3,20,5,1,9
1112495,Southern California Bulldog Rescue,1,20,5,0,2
1112495,Southern California Bulldog Rescue,1,20,5,0,9
1105601,Defensa Animal de Rincon,5,20,3,1,9
1080101,True & Faithful Pet Rescue Mission,3,20,5,1,4
1112495,Southern California Bulldog Rescue,1,20,5,1,2
1112495,Southern California Bulldog Rescue,1,20,5,1,9
1112495,Southern California Bulldog Rescue,1,20,5,1,2
1112495,Southern California Bulldog Rescue,1,20,6,1,2
1112495,Southern California Bulldog Rescue,1,20,5,0,2
1090826,Justice 4 Mutts,3,20,5,0,9
1090826,Justice 4 Mutts,3,20,6,1,8
1069792,"Their Lives Matter, Inc.",3,20,7,0,2
1026532,Cochise Canine Rescue,1,20,5,0,7
1090826,Justice 4 Mutts,3,20,2,0,2
1090826,Justice 4 Mutts,3,20,5,0,2
1074164,Road Dogs and Rescue,1,20,6,1,9
1090826,Justice 4 Mutts,3,20,6,0,7
1101592,True & Faithful Pet Rescue Mission,3,20,5,0,9
1066366,Operation Blankets of Love,1,20,5,1,9
1002431,Utah Valley Animal Rescue,1,20,5,0,9
1090826,Justice 4 Mutts,3,20,5,1,9
1090826,Justice 4 Mutts,3,20,5,0,2
1098976,Heidi's Legacy Dog Rescue,3,20,6,1,4
1080097,Heidi's Legacy Dog Rescue,3,20,6,0,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,12
1090826,Justice 4 Mutts,3,20,5,0,9
1069792,"Their Lives Matter, Inc.",3,20,7,0,2
1090826,Justice 4 Mutts,3,20,3,1,9
1090826,Justice 4 Mutts,3,20,2,1,9
1074164,Road Dogs and Rescue,1,20,5,1,9
1101592,True & Faithful Pet Rescue Mission,3,20,5,0,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090826,Justice 4 Mutts,3,20,6,0,12
1080097,Heidi's Legacy Dog Rescue,3,20,5,1,9
1074164,Road Dogs and Rescue,1,20,5,1,9
1074164,Road Dogs and Rescue,1,20,6,0,9
1090366,"Their Lives Matter, Inc.",3,20,7,0,9
1055268,True & Faithful Pet Rescue Mission,3,20,5,0,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,0,12
1041578,"GOLDEN RETRIEVER RESCUE ALLIANCE, INC.",3,20,3,1,12
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,0,4
1090366,"Their Lives Matter, Inc.",3,20,7,1,4
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
943276,Heidi's Legacy Dog Rescue,3,20,5,0,9
1087067,"Their Lives Matter, Inc.",3,20,7,1,4
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090366,"Their Lives Matter, Inc.",3,20,7,0,9
1090366,"Their Lives Matter, Inc.",3,20,7,0,4
1090366,"Their Lives Matter, Inc.",3,20,7,1,4
1090366,"Their Lives Matter, Inc.",3,20,7,1,4
1090366,"Their Lives Matter, Inc.",3,20,7,0,9
1090366,"Their Lives Matter, Inc.",3,20,7,0,9
1090366,"Their Lives Matter, Inc.",3,20,7,1,9
1090218,Wimberley Adoption Group & Rescue,3,20,6,1,9
1090218,Wimberley Adoption Group & Rescue,3,20,5,1,9
1074164,Road Dogs and Rescue,1,20,5,1,9
1062993,Animal Ark Rescue,3,20,6,1,2
923860,Defensa Animal de Rincon,5,20,5,1,9
1084045,"Their Lives Matter, Inc.",3,20,7,1,12
1074164,Road Dogs and Rescue,1,20,5,0,2
1080101,True & Faithful Pet Rescue Mission,3,20,5,1,9
1074164,Road Dogs and Rescue,1,20,5,0,2
1074164,Road Dogs and Rescue,1,20,3,0,2
1074164,Road Dogs and Rescue,1,20,3,0,2
1074164,Road Dogs and Rescue,1,20,3,1,2
1074164,Road Dogs and Rescue,1,20,6,1,2
1074164,Road Dogs and Rescue,1,20,3,1,2
1074164,Road Dogs and Rescue,1,20,5,0,2
1074164,Road Dogs and Rescue,1,20,6,0,9
1074164,Road Dogs and Rescue,1,20,6,0,4
1008420,Wyoming County SPCA,4,20,5,0,2
1080098,Corridor Rescue Inc.,3,20,2,1,2
1080098,Corridor Rescue Inc.,3,20,5,1,9
1080098,Corridor Rescue Inc.,3,20,5,1,9
1074164,Road Dogs and Rescue,1,20,6,1,9
1080098,Corridor Rescue Inc.,3,20,3,1,9
1080098,Corridor Rescue Inc.,3,20,6,1,9
1080098,Corridor Rescue Inc.,3,20,5,1,9
1020632,"Forgotten Felines, Inc.",3,20,2,0,12
1080098,Corridor Rescue Inc.,3,20,6,1,2
1080098,Corridor Rescue Inc.,3,20,5,1,9
1080098,Corridor Rescue Inc.,3,20,6,1,9
1074165,Bulldog Haven NW,1,20,5,0,9
1074164,Road Dogs and Rescue,1,20,5,1,9
